1426	-al,-ed,-en,-ent,-er,-es,-ick,-in,-ing,-ly,-on,-ry,ag-,be-,cent-,co-,con-,ind-,iso-,on-,re-,up-	Significantly, the individual who isolated it nearly a quarter century ago (now retired), upon being contacted, does not even report that he necessarily sent the only copy of the strain to Ft. Detrick.
1427	-ad,-al,-ator,-ed,-es,-ick,-in,-ing,col-	Senator Patrick Leahy at a Congressional hearing in the Spring of 2002 noted that the FBI had collected the Ames strain from 20 sources.
1428	-ad,-ade,-all,-ed,-es,-ing,-ol,-on,-ule,over-,re-,un-	In Fall 2004, MSNBC, relying on an unnamed FBI spokesperson, reports that the FBI has narrowed the pool of labs known to have had Ames that was a match from 16 to 4 but cannot rule out that it was made overseas.
1429	-ed,-ence,-ent,-er,-es,-id,-logical,-st,-tion,ad-,ant-,bio-,com-,di-	Al Qaeda's anthrax production plans on Khalid Mohammed's computer did not evidence knowledge of advanced techniques in the most efficient biological weapons.
1430	-al,-eer,-er,-eth,-ic,-ick,-ing,-st,ac-,an-,bio-,com-,electro-,ex-,un-	At least according to the public comments by bioweaponeer experts William Patrick and Kenneth Alibek, under the optimal method, there is no electrostatic charge.
1431	-ase,-ed,-ic,ant-,electro-	In the case of the anthrax used in the mailings, there was an electrostatic charge.
1432	-ance,-ation,-es,-ion,-le,an-,con-,micro-,tri-	Although there was a dominance of single spores and a trillion spore concentration, there were clumps as large as 40 - 100 microns.
1433	-able,-an,-er,-es,-st,bi-,in-,micro-	(Spores must be no bigger than 5 microns to be inhalable.)
1434	-ary,-ation,-ion,con-,extra-,tri-	Many point to the trillion spore concentration as extraordinary.
1435	-al,-an,-ar,-ate,-ation,-ed,-er,-ial,-ing,-ion,-tion,ac-,con-,ind-,tri-	It is far simpler, however, to achieve a trillion spore concentration in the production of a few grams than in industrial processing typical of a state sponsored lab.
1436	-art,-ate,-ed,-en,-er,-es,-ing,-ion,-ly,-ship,con-,ind-,is-,mis-,tri-	The "trillion spore" issue was at the heart of a lot of mistaken theories of the matter concluding that state sponsorship was necessarily indicated.
1437	-arch,-ed,-es,-ey,-ful,-ing,-ive,-ment,-or,-th,an-,be-,bio-,off-,re-,under-	The reported finding at Dugway undermines the argument of both the "bomb Iraq" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes.
1438	-al,-ant,-ee,-es,-ing,-le,-st,-ster,ab-,an-,de-,em-,in-,re-,to-	USDA employee Johnelle Bryant first told us, in sensational detail, of Atta's inquiries about purchasing and retrofitting a cropduster.
1439	-ed,-en,-es,-id,-ing,ab-,ant-,in-,inter-,re-,to-	Khalid Mohammed then told interrogators that Zacarias Moussaoui's inquiries about crop dusting may have related to Yazid Sufaat's anthrax manufacturing plans.
1440	-al,-ed,-ent,-er,-es,-ey,-ial,-ible,-ly,-th,aer-,ant-,com-,con-,de-,di-,dis-,full-	Although the details of the documents on Mohammed's computer may (or may not) point to possible difficulties in aerial dispersal, they are fully consistent with the product used in the anthrax mailings.
1441	-ad,-ity,-th,an-	Al Qaeda had both the means and opportunity.
1442	-ary,-ed,-et,-ian,-id,-ist,-th,an-,bio-	US-trained Malaysian biochemist Yazid Sufaat met with 9/11 plotters and two hijackers in January 2000.
1443	-er,an-	Sufaat was a member of Al Qaeda and a member of Jemaah Islamiah ("JI").
1444	-es,-ont,-th	JI has ties with the Moro Front.
1445	-atory,-ed,-en,-ful,-ine,com-	Sufaat used his company called Green Laboratory Medicine to buy items useful to Al Qaeda.
1446	-ar,-en,-es,-et,-ly,an-,hol-,sym-	(Green symbolizes "Islam" and Prophet Mohammed's holy war).
1447	-ad,-al,-ed,-en,-ia,-ing,-ium,-or,con-	Zacarias Moussaoui, who had a crop dusting manual when he was arrested, stayed at Sufaat's condominium in 2000 when he was trying to arrange for flight lessons in Malaysia.
1448	-ative,-ed,-er,-es,-id,-ing,-ly,-or,-th,al-,an-,ind-,re-	Yazid Sufaat provided Moussaoui with a letter indicating that he was a marketing representative for Infocus Technologies and allegedly provided him $35,000.
1449	-art,par-	The crop dusters were to be part of a "second wave."
1450	-ade,-al,-an,-ed,-er,-id,-or,-th,an-,ant-,con-	After 9/11, Yazid Sufaat traveled to Afghanistan and Pakistan to work for the Taliban Medical Brigade and to continue his work with anthrax.
1451	-ar,-ed,-er,-es,-et,-ile,-ing,-ling,-ly,-mer,ac-,de-,for-,re-,with-	As described in US News, a former reporter from the Kabul Times actually may have met Sufaat, without realizing it, while traveling near Kabul in October 2001, perceiving him as Filipino.
1452	-ate,-ing,-ity,ab-,an-,ant-,mani-	The fellow was carrying papers from Zawahiri and bragging about his ability to manipulate anthrax.
1453	-ed,-er,-ia,-on,re-,up-	Sufaat was arrested in December 2001 upon his return to Malaysia.
1454	-ad,-ed,-en,-est,-ide,-ing,-istical,-logical,-on,at-,be-,bio-,in-,re-,up-	Newsweek reported that a "second wave" involving biological attacks had been thwarted upon the arrest of Al Qaeda members who had been intended to provide logistical support.
1455	-an,-ed,-es,-ia,-ious,-logist,-th,an-,bacterio-,fore-,in-	Various doctors, both foreign and American, are associated with Al Qaeda leaders or operatives, to include the doctors Abdul Qadoos Khan, a bacteriologist from Rawalpindi and Aafia Siddiqui, PhD, from Karachi.
1456	-an,-ed,-es,-ing,-logist,-on,-or,-th,al-	Microbiologist Abdul Qadoos Khan was charged along with his son, Ahmed, for harboring the fugitives.
1457	-ac,-ad,-al,-arch,-ed,-en,-est,-or,an-,be-,cardi-,pre-	As of March 28, 2003, he was in a hospital for a cardiac problem and had been granted "pre-arrest bail."
1458	-ad,-ed,-es,-est,-et,-ing,-ly,-on,-or,ab-,al-,be-,off-,re-	Yet all you read about at the time was the arrest of the son Ahmed Abdul Qadoos, who receives a stipend from the UN for being officially low-IQ due to lead poisoning.
1459	-ed,-es,-ia,-id,-logy,ab-,aut-,to-	It was Khalid Mohammed who told authorities about Aafia Siddiqui, who has a PhD from Brandeis in neurology.
1460	-arch,-ate,-ed,-er,-ess,-ing,-ly,af-,be-,pre-,re-	The Pakistani press reported that she was nabbed in Karachi after being spotted at the airport in late March or early April 2003.
1461	-en,-id,-ome,-ose,-st,ab-,com-,di-,mis-,re-	If mistaken, how did those reports first come about?
1462	-ably,-ation,-ial,con-,in-	Understandably, Amerithrax is a confidential investigation.
1463	-an,-ant,-ess,-ing,-ly,-th,-tion,an-,con-,inter-,on-,pre-	The Pakistan ISI and CIA rarely grant press interviews in connection with an ongoing manhunt.
1464	-en,-er,-ess,-est,-id,-or,ac-,af-,allo-,di-	The CIA did not even allow the FBI access to KSM for 10 days after his arrest.
1465	-ad,-an,-ation,-ed,-en,-ent,-es,-id,-in,-ing,-ly,-th,ag-,aut-,com-,in-,on-,re-	As agent Van Harp, then head of the Amerithrax investigation said, the information coming from Khalid Mohammed is classified with the authorities releasing only certain limited information.
1466	-al,-ate,-ed,-er,-ey,-ia,-ile,-ing,-ly,-or,-tion,an-,be-,con-	While it's not easy to separate fact from fiction, Attorney General Ashcroft and Director Mueller have publicly confirmed Aafia is still being sought.
1467	-ey	They would know.
1468	-arch,-en,-er,-ey,-ia,-st,an-,be-,en-,mini-	Her mother Ismat last saw Aafia and her grandchildren before they left in a minicab at the end of March.
1469	-ad,-en,-er,-ia,-le,-th,an-,un-	Aafia was on her way with her children to visit and uncle and a friend in Islamabad.
1470	-al,-an,-ed,-er,-es,-ia,-ing,af-,be-,de-,re-	According to the Pakistan reports, Aafia Siddiqui was detained after being spotted at Karachi International airport (after she was followed to a relative's house).
1471	-th	(Karachi is in the south).
1472	-al,-ed,-en,-er,-ing,be-,re-	The reports say she is suspected of having been a member of Al Qaeda's "Chemical Wire Group."
1473	-ation,-ed,-er,-es,-ey,-ia,-id,-in,-or,ad-,an-,di-,en-,mon-	The family's lawyer advises me that Aafia did not have enough money to pay for airfare tickets for herself and the kids and called Ismat from the train station.
1474	-ard,-er,-st	That was the last Ismat heard from her.
1475	-ed,-er,-es,-ia,re-,un-	Aafia never reached the uncle's house.
1476	-al,-an,-ase,-ation,-ed,-ia,-ing,-ish,-st,al-,an-,ap-,en-,trans-	Perhaps something got lost in the translation, but the phrase "Chemical Wire Group" has appeared in all the english Pakistan and India papers.
1477	-ad,-ar,-er,-es,-ey,-ia,-ing,ad-,an-,ap-,atto-,chemi-	The family's attorney advises me that Aafia had no knowledge of chemicals (and that would not appear to be her training).
1478	-an,-en,-ian,-ing,-ry,an-,be-	There still is a very hot pursuit of the "Atta-level" Floridian, Adnan El Shukrijumah, who Siddiqui is thought to have known and been assisting.
1479	-ar	His nickname is "Jafar the Pilot."
1480	-an,-ence,-ial,-or,com-,ex-,off-,re-	A senior DOJ official reports that Adnan has experience as a commercial pilot.
1481	-ent,-id,-ous,-ry,ag-,on-	He is said by one FBI agent to be "very, very, very" dangerous.
1482	-an,-ent,-ly,-mer,al-,an-,on-,pre-	He allegedly was at one or more meetings in the Summer of 2001 in Pakistan at which KSM and Sufaat were present.
1483	-ed,-en,-ian,-ing,-ly,-on,-th,al-,ap-,be-,re-	He may have been seen in Hamilton, Canada -- along with Egyptian al-Maati, who apparently also has received pilot training.
1484	-ed,-er,-es,-ly,-lysis,-or,-ty,ana-,pre-	The United States truly no longer has time for faulty analysis or politically-based preconceptions.
1485	-ed,-es,-ing,-logical,-ly,-on,-or,ag-,an-,ant-,bio-,con-,dis-,in-,re-	In early June 2003, a CIA report concluded that the reason for Atta's and Zacarias Moussaoui's inquiries into cropdusters was in fact for the contemplated use in dispersing biological agents such as anthrax.
1486	-ed,-en,-er,-in,-ing,-ium,-logical,ag-,be-,bio-,dis-,inter-	It has long been known Osama Bin Laden was interested in using cropdusters to disperse biological agents (since the testimony of millennium bomber Ahmed Ressam).
1487	-an,-ed,-eous,-er,ant-,ap-,contra-	The hijacker Ahmed Alhaznawi appears to have contracted cutaneous anthrax in Afghanistan.
1488	-able,-an,-ase,-er,-ing,-ion,-ment,af-,in-,re-,sui-	It is reasonable to credit his statement that he got the lesion after bumping into a suitcase he was carrying at a camp in Afghanistan.
1489	-ar,-ence,-er,-gram,-ion,-tion,ant-	The lesion is further evidence of Al Qaeda's anthrax production program at Kandahar.
1490	-ant,-ed,-ence,-ent,-es,-in,-ing,-ion,al-,con-,pre-,re-	The present evidence relating to Atta's alleged travel to Prague does not warrant a conclusion that Al Qaeda obtained the Ames strain from Iraq.
1491	-er,-es,-ible,re-	Iraq, however, remains a possible source of the Ames.
1492	-ad,-ed,-eer,-en,-es,-ey,-ia,-ian,-id,-in,-ist,-mer,an-,bio-	Former Russian bioweaponeer Ken Alibek has said that a key Russian scientist assisted Iraq and that Russia had the Ames strain.
1493	-al,-all,-ate,-ed,-en,-ian,-ile,-ion,-on,be-,bio-,con-,de-,di-,up-	(His conclusion may have been based on the fake mobile biolab plans foisted upon the US by the Chalabi associate "Curveball", which Alibek divined to be identical to Russian mobile lab design).
1494	-ad,-age,-id,-on,-tend,-th,-ty,at-,bi-,di-,ento-,par-	Zawahiri did travel to Baghdad in 1998 with an entourage to attend the birthday party of Saddam's son.
1495	-age,-al,-an,-arch,-ent,-et,ento-	The papers found at headquarters of the Mukhabarat, Iraq's secret police, show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan.
1496	-ad,-ance,-ed,-en,-er,-in,-ing,-ome,-st,-tion,al-,con-,pre-,re-	According to at least some reports, Bin Laden rejected the suggestion of a closer alliance -- preferring to pursue his own concept of jihad.
1497	-ad,-ed,-ey,-gram,-id,-ie,-ing,-ode,-or,-tion,ab-,ac-,an-,ant-,co-,to-	Two top Iraqi scientists, code named Charlie and Alpha, are helping the coalition to learn more about Iraqi's anthrax program, according to Dr. David Kay, head of the Iraq survey group in charge of the hunt for WMD.
1498	-ade,-ed,-es,-id,-ing,-ize,-ling,an-,ant-,in-,milli-	He has said that the Iraqis made surprising innovations in the milling and drying processes needed to weaponize anthrax.
1499	-age,-ed,-en,-ia,-ing,-istically,-ive,-le,-ly,-on,an-,be-,co-,con-,is-,re-	The media coverage has been seriously confused on the issue of motive and the reason Senators Daschle and Leahy would have been targeted -- tending to simplistically view them as "liberals."
1500	-ade,-ant,-ary,-ed,-es,-ia,-ious,-ity,-ive,-le,-ly,-tion,ad-,an-,ant-,ap-,be-,for-,like-,out-,re-	Zawahiri likely targeted Senators Daschle and Leahy to receive anthrax letters, in addition to various media outlets, because of the appropriations made pursuant to the "Leahy Law" to military and security forces.
1501	-ant,-ed,-ey,-ing,ac-,is-,mon-,pre-	That money has prevented the militant islamists from achieving their goals.
1502	-an,-es,-ia,-ment,-ose,-th,-ty,Indo-,an-,co-,in-,inter-,sym-	Al Qaeda members and sympathizers feel that the FBI's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interferes with the sovereignty of those countries.
1503	-ade,-an,-ed,-er,-et,-ia,-ing,-ment,-or,-st,-th,-tion,ap-,con-,ex-,extra-,inter-	According to a post she made on the internet, Aafia Siddiqui expressed the same sentiment in connection with US appropriations sought in exchange for the extradition of WTC 1993 plotter Ramzi Yousef from Pakistan.
1504	-an,-ary,-ator,-ee,-es,-ese,-id,-ing,-th,an-,co-,fore-,over-	Senator Leahy was Chairman of both the Judiciary Committee overseeing the FBI and Appropriations Subcommittee in charge of foreign aid to these countries.
1505	-ant,-ary,-ate,-ed,-ent,-er,-et,-id,-ing,-ity,-th,-tion,al-,an-,con-,is-,re-,uni-	In late September 2001, it was announced that the President was seeking a blanket waiver that would lift all restrictions on aid to military and security units in connection with pursuing the militant islamists.
1506	-ment,-most,-or,-th,-tion,al-,an-,extra-,fore-,im-,re-	This extradition and imprisonment of Al Qaeda leaders, along with US support for Israel and the Mubarak government in Egypt, remains foremost in the mind of Dr. Zawahiri.
1507	-ant,-ase,-ed,-ence,-er,-es,-gram,-ial,-ian,-logical,-ment,-th,bio-,de-,extra-,re-	At the height of the development of his biological weapons program, his brother was extradited pursuant to a death sentence in the "Albanian returnees" case (now he faces retrial).
1508	-an,-ar,-ard,-en,-es,-ion,-ness,-th,ab-,an-,ap-,bi-,co-,de-,for-	It's hard to keep up with the stories about billion dollar appropriations, debt forgiveness, and loan guarantees to countries like Egypt and Israel and now even Pakistan.
1509	-ing,-ion,-le,-on,-ose,ap-,bi-,com-,in-,re-	Those appropriations pale in comparison to the many tens of billions in appropriations relating to the invasion of Iraq.
1510	-ad,-ive	Al Qaeda had a motive in mind.
1511	-all,-an,-ant,-ation,-ed,-er,-es,-ess,-et,-ling,-th,-tion,-ular,ab-,con-,ex-,in-,is-,pre-,un-	In his Fall 2001 book titled Knights under the Banner of the Prophet, Zawahiri argued that the secular press was telling "lies" about the militant islamists -- to include the suggestion that the militant islamists were somehow the creation of the United States in connection with expelling the Russians from Afghanistan.
1512	-ad,-ar,-ation,-ed,-en,-ey,-id,-ing,-ive,-ty,ac-,an-,be-,in-,re-	Zawahiri argued instead that they have been active since the assassination of Anwar Sadat in Egypt because of the Camp David Accord and the resulting peace treaty between Egypt and Israel.
1513	-ar,-ate,-ed,-en,-ent,-id,-ing,-one,-tion,an-,ant-,at-,under-	The anthrax letters were sent on the date of the Camp David Accord and then the date Anwar Sadat was assassinated as if to underscore the point to anyone paying attention.
1514	-ad,-al,-er,-ey,-id,-ing,-ion,-le,-ly,-st,an-,be-,de-,di-,new-,on-,re-,tele-	Most of the "talking heads" on television, however, knew only that Daschle and Leahy were liberal democrats and did not know anything of Al Qaeda beyond what they read in the US newspapers.
1515	-ant,-ed,-er,-es,-ile,in-,is-	The FBI's profile includes a US-based supporter of the militant islamists.
1516	-al,-ed,-ey,-ful,-or,ap-,ex-	Attorney General Ashcroft explained that an "either-or" approach is not useful.
1517	-ant,-ed,-en,-er,-es,-ia,-ic,in-,is-,over-	The media has tended to overlook the fact that when the FBI uses the word "domestic" the word includes a US-based, highly-educated supporter of the militant islamists.
1518	-age,-al,-ar,-ed,-er,-fer,-fy,-id,-ing,an-,ant-,con-,em-,en-	There is an emerging consensus that anthrax was contained in a letter to AMI, the publisher of the National Enquirer -- in a goofy love letter to Jennifer Lopez enclosing a Star of David and proposing marriage.
1519	-ard,-ase,-ed,-er,-es,-ing,-ion,-ol,-ole,-or,-th,ant-,aut-,con-,de-,em-,inter-,on-,re-	A report by the Center for Disease Control of interviews with AMI employees (as well as detailed interviews by author Leonard Cole) supports the conclusion that there were not one, but two, such mailings containing anthrax.
1520	-al,-ent,-er,an-,ano-,di-,on-	(The letters were to different AMI publications -- one to the National Enquirer and another to The Sun).
1521	-ant,-ed,-en,-er,-ing,ad-,be-,con-,re-	(News assistant Bobby Bender recalls the letter containing the items to have been addressed to The Sun.)
1522	-ant,-ed,-ese,-ic,-ly,-ture,in-,is-	This tactic of letters is not merely the modus operandi of these militant islamists inspired by Zawahiri, it is their signature.
1523	-ary,-ent,-er,-es,-ity,-on,an-,is-,new-,off-	The islamists sent letter bombs in January 1997 to newspaper offices in New York City and Washington, D.C..
1524	-ade,-an,-ent,-er,-ey,-ing,-ment,-th,-tion,an-,con-,im-	They were sent in connection with the earlier bombing of the World Trade Center and the imprisonment of the blind sheik, Sheik Abdel Rahman.
1525	-al,-er,-ian,-ic,-mer,al-,for-	The former leader of the Egyptian Al-Gamaa al-Islamiya ("Islamic Group"), he was also a spiritual leader of Al Qaeda.
1526	-ed,-ent,-er,-ian,-ment,-or,-th,-tion,an-,at-,con-,im-,is-,re-	The letter bombs were sent in connection with the treatment of the Egyptian islamists imprisoned for the earlier attack on the WTC and a related plot.
1527	-age,-al,-ed,-er,-ose,-ty,mes-,mini-,re-	The purpose of the letter bombs -- which resulted in minimal casualty -- was to send a message.
1528	-er,-gram,-ing,-ion,-ly,-or,-ward,-wards,in-,milli-,out-,re-,un-	(There initially was an outstanding $2 million reward -- under the rewards for justice program, the reward now is up to $5 million.).
1529	-ibility,re-	There was no claim of responsibility.
1530	-ation,ex-	There was no explanation.
1531	-ad,-ate,-ed,-en,-es,-ly,be-,col-,on-,re-	Once one had been received, the next ten, mailed on two separate dates, were easily collected.
1532	-ar	Sound familiar?
1533	-ant,-ed,-ent,-er,-ey,-ole,-th,ad-,al-,de-,im-	Two bombs were also sent to Leavenworth, where a key WTC 1993 defendant was imprisoned, addressed to "Parole Officer."
1534	-es,-ist,-tion,ex-	(The position does not exist).
1535	-an,-ary,-ed,-on,mid-	Abdel Rahman's son was captured in Quetta, Pakistan in mid-February 2003.
1536	-ed,-est,-ic,-id,-ture	That arrest in turn led to the dramatic capture of Khalid Mohammed, Al Qaeda's #3.
1537	-an,-ed,-ing,-logist,-ly,-ome,al-,bacterio-	Mohammed allegedly was hiding in the home of the Pakistani bacteriologist Dr. Abdul Qadoos Khan.
1538	-able,-ad,-an,-en,-ence,-er,-in,-th,an-,con-,in-,ov-	Along with Zawahiri, Abdel Rahman and his two sons have had considerable influence over Bin Laden.
1539	-ed,-ly,re-	He reportedly treated them like sons.
1540	-able,-ad,-ed,-ian,-ic,-ile,-ing,-ion,-ity,-ly,-tion,ab-,an-,co-,con-	Although while in jail in the early 1980s, Zawahiri caused considerable tension by challenging the blind sheik's ability to lead a coalition of the Egyptian Islamic Jihad and the Egyptian Islamic Group, Zawahiri and OBL are Rahman's friends.
1541	-ed,-er,im-	The imprisoned WTC 1993 plotter Yousef was KSM's nephew.
1542	-ad,-ade,-ed,-er,-gram,-ing,-ose,-th,-tion,ant-,con-,im-	Thus, the leaders in charge of Al Qaeda's anthrax production program had a close connection to those imprisoned in connection with the earlier bombing of the World Trade Center.
1543	-ad,-al,-ance,-ar,-ed,-en,-ence,-ent,-er,-ial,-in,-ing,-mo,-or,-th,-tion,be-,con-,in-	According to the controversial "Feith memo," which summarized purported intelligence showing an Iraqi/Al Qaeda connection, Osama Bin Laden had asked Iraqi intelligence for technical assistance in sending letter bombs a half year before the Al Hayat letters were sent.
1544	-ean,-ee,-es,-ey,-ive,-ly,-st,an-,be-,de-,like-,mis-	Just because Al Qaeda likes its truck bombs and the like to be effective does not mean they do not see the value in a deadly missive.
1545	-er,-ian,-id,-ism,-kins,on-,ter-	As Brian Jenkins once said, "terrorism is theater."
1546	-ent,-er,-ide,-ing,-ist,-ium,-land,-ly,-th,an-,cyan-,in-,is-	A sender purporting to be islamist sent cyanide in both early 2002 and early 2003 in New Zealand and ingredients of nerve gas in Belgium in 2003.
1547	-al,-ed,-en,-er,-es,-ous,-pter	There's even a chapter titled "Poisonous Letter" in the Al Qaeda manual.
1548	-al,-ed,-en,-le,ant-	The "Federal Eagle" stamp used in the anthrax mailings was a blue-green.
1549	-ant,-ed,-en,-ise,-ly,bi-,is-,para-	It was widely published among the militant islamists that martyrs go to paradise "in the hearts of green birds."
1550	-ate,-ed,-en,-es,-ey,-ing,-ism,-ode,-or,-ry,ad-,an-,co-,de-,inter-,re-,sym-	In the very interview in which they admitted 9/11, and described the codes used for the four targets for the planes, the masterminds admitted to the Jenny code, the code for representing the date 9/11, and used the symbolism of the "Green Birds."
1551	-ed,-en,-er,-in,-ism,in-,sym-	Osama Bin Laden later invoked the symbolism in his video "The 19 Martyrs."
1552	-ed,-en,-ide,-ite,ex-,in-,re-	A FAQ on the Azzam Publications website explained that "In the Hearts of Green Birds" refers to what is inside.
1553	-dale,-ess,-ling,-ol,-or,ad-,al-,re-	The mailer's use of "Greendale School" as the return address for the letters to the Senators is also revealing.
1554	-ad,-ant,-ed,-ence,-ent,-er,-ian,-ic,-ish,-ode,-ol,-or,ab-,co-,cor-,is-	A May 2001 letter that Zawahiri sent to Egyptian Islamic Jihad members abroad establish that Zawahiri used "school" as a code word for the Egyptian militant islamists in his correspondence.
1555	-en,-es,-et,-or,an-,col-,sym-	Green symbolizes Islam and was the Prophet Mohammed's color.
1556	-atory,-dale,-en,-id,-ine,-ing,-ol,-st,ant-,be-	By Greendale School, the anthrax perp was being cute, just as Yazid Sufaat was being cute in naming his lab Green Laboratory Medicine.
1557	-er,-ey,-le	"Dale" means "river valley."
1558	-ad,-dale,-en,-er,-ey,-ian,-ic,-ly,like-,re-	Greendale likely refers to green river valley -- i.e., Cairo's Egyptian Islamic Jihad or the Islamic Group.
1559	-ably,-ad,-al,-er,-ian,-ic,-ing,-ly,ac-,af-,an-,ful-	The sender probably is announcing that he is of either Egyptian Islamic Jihad, Egyptian Islamic Group or Jihad-al Qaeda, which is actually the full name of the group after the merger of the Egyptian Islamic Jihad and al Qaeda.
1560	-ar,-ed,-en,-ey,-or,-plex,com-,ex-,re-,uni-	At the Darunta complex where jihadis trained, recruits would wear green uniforms, except for Friday when they were washed.
1561	-ase,-en,-er,-ey,-ise,-ly,-th,bi-,ex-	In a Hadith the Messenger of Allah explains that the souls of the martyrs are in the hearts of green birds that fly wherever they please in the Paradise.
1562	-ad,-ation,-dom,-ed,-en,-es,-ian,-ible,-ic,-ity,-th,ab-,an-,in-,re-	As to opportunity, though seldom reported, there is a wealth of "open source" information about possible Al Qaeda or Egyptian Islamic Jihad or Egyptian Islamic Group in the United States and Canada.
1563	-ation,-ed,-en,-es,-ic,-ing,-ly,-ose,an-,be-,de-,in-,re-	The public information mostly relates to those suspected sleepers who have been detained or who are at large and are being sought.
1564	-able,-ed,-es,-ing,-ion,-ism,-or,mis-,ter-	Zawahiri's mission in the United States in 1995 was to do spadework for terrorism, not fundraising for charitable causes.
1565	-ant,-ed,-er,-mer,ac-,al-,an-,for-,un-	He traveled under an alias and was accompanied by a former US Army sergeant named Ali Mohammed.
1566	-es,-et,-ey,-id,-ly,an-,di-,exa-	What mosques exactly did they visit and who did they meet?
1567	-al,-er,-ion,an-,de-	Whatever your political persuasion, the FBI and CIA deserve our support.
1568	-er,af-,al-,to-	We are, after all, in this together.
1569	-ation,-en,-ent,-ess,-ing,-st,-ture,in-	First, the nature of such an investigation is that we lack sufficient information to second-guess (or even know) what the FBI is doing.
1570	-ation,-es,-ia,-ity,-or,ap-,be-,re-	Media reports are a poor approximation of reality because of the lack of good sources.
1571	hind-	Second, hindsight is 20/20.
1572	-al,-ance,-ate,-ation,-en,-er,-ess,-ing,-ist,-ity,-ly,-th,ag-,an-,ap-,be-,co-,in-,like-	Third, with the "new age" Efrem Zimbalist, Jr. in charge of the investigation, it is not likely we could do better in striking the appropriate balance between due process and national security.
1573	-ed,-en,-ic,-ly,-or,-ory,-st,be-,ex-	Finally, the "Hatfill theory" seems to have been exhausted or at least lost public favor.
1574	-en,-ing,-ious,-ly,-ory,-ways,ac-,al-	The "Hatfill theory" accusing Dr. Stephen Hatfill was always highly dubious.
1575	-able,-ed,-ence,-es,-ing,-ion,-ly,an-,ind-,pre-,re-	The suspicion was founded on many false premises, and there was no reliable publicly known evidence indicating his guilt.
1576	-ance,-ation,-ator,-ed,-ing,-ome,-st,on-,re-	The FBI's fixation on Hatfill (at least as rumored by some reporters) may have stemmed from a warning by one Senator that careers hung in the balance.
1577	-ad,-al,-ed,-en,-er,-ly,-ome,-th,-tion,ap-,be-,de-,in-,pre-	Leahy's chief of staff apparently started with the strong predisposition that some right-winger was involved because two liberal democrats had been targeted.
1578	-ance,-in,-ing,-ory,an-,in-,inter-,on-,sub-,un-	The Hatfill theory -- to include ongoing interviews and ongoing 7/24 surveillance by 8 surveillance specialists -- is now the subject of pending civil rights and libel claims of uncertain merit.
1579	-ate,-ed,-er,-es,-ist,-st,ag-,an-,col-,dis-,sui-	A suit against the New York Times and columnist Nicholas Kristof was dismissed in late November 2004.
1580	-ad,-ed,-er,-ing,-st,agr-,de-,un-	The judge had agreed to delay the civil rights matter from proceeding until at least October 2004.
1581	-ed,-ent,-er,-es,-ess,-ile,-ise,-ment,-ome,-ry,an-,ap-,com-,di-,dis-,en-,par-,re-	The judge, frustrated by the apparent lack of progress, encouraged that the parties reach a negotiated compromise that would permit some limited discovery to proceed (and the judge has directed that the government to file an Answer to the Complaint).
1582	-al,-er,-es,-est,-ian,-ing,-ly,-ory,-th,-tion,ad-,be-,circum-,co-,con-,ir-,under-	The Hatfill Theory ironically might best be understood as an Al Qaeda theory, with a coincidental Malaysian connection adding to the other circumstances.
1583	-able,-al,-ase,-en,-er,-es,-ion,-ly,-ped,-th,an-,be-,ent-,on-,re-,un-	Given the regrettable leaks that he was under suspicion, it is only fair that the FBI leak with equal enthusiasm the fact that Dr. Hatfill has now been dropped as a suspect if and when that proves to be the case.
1584	-arch,-en,-er,-es,-ly,-ory,-st,ab-,bio-,in-,like-,re-	A search of Dr. Ken Berry's residences likely will prove just about the last gasp of a biodefense insider theory.
1585	-ed,-en,-es,-ess,-ing,-or,-ose,be-,ex-,in-,off-,pre-	Senior officials have been quoted in the press as saying that the searches were for the purpose of excluding him as much as including him.
1586	-en	Maureen,
1587	-al,-ard,-ed,-er,-es,-ing,-ist,-or,-st,-ward,be-,for-,on-,ov-	Andre is going to look over the list of curves needed for the global assets (August Board meeting) one more time before I forward it to you.
1588	-ation,-ed,-en,-es,-ess,-est,-ine,-ly,-ure,ac-,an-,de-,in-,ind-,on-,re-	He will make sure that we do not request FX and inflation (CPI,PPI, etc.) curves when only one of the curves will actually be used in the valuation process and to determine which inflation index is needed.
1589	-ation,-ed,-es,-ive,-ly,-th,-ways,al-,an-,in-,re-	Typically, we receive both FX and inflation from you, but both curves may not always be used.
1590	-an,-ial,-ing,-ive,-ome,an-,non-,re-	I hope that we can give you some time savings by eliminating any nonessential requests.
1591	-ably,-ation,-ed,-es,-ist,-or,and-,co-,in-	For now, this is the list of countries for which we will probably need the FX and/or inflation curves.
1592	-er,-ics,to-	I will send the specifics per Andre later today.
1593	-ia	India
1594	-es	Philippines
1595	-ia	Bolivia
1599	-ia	Columbia
1600	-al,-ation,-ed,-ly,histo-,in-,on-	Puerto Rico CPI only (I need historical inflation data, as well)
1602	-ent,al-	Brazil we have current data already
1603	-ent,al-	China we have current data already
1604	-ation,-ly,Eur-,in-,on-	Euro inflation only
