id	affixes	text	zh_ud2.bpe_11198.txt	zh_ud2.bpe_22396.txt	zh_ud2.bpe_44792.txt
765	-们,-子,-学,多-	这杰作说服了大多数物理学家,使他们觉得量子力学理论是正确的.	▁这 杰 作 说服 了 大多数 物理 学家 , 使 他们 觉得 量子 力学 理论是 正确 的 .	▁这杰作 说服 了 大多数 物理 学家 , 使他们 觉得 量子力学 理论是 正确的 .	▁这杰作说服 了 大多数 物理 学家 , 使他们 觉得 量子力学 理论是 正确的 .
766	-度,高-	拉珀斯维尔是瑞士的城镇,位于该国中西部,由伯恩州负责管辖,面积20.39平方公里,海拔高度521米,2011年人口2,389,八成人口信奉基督教,人口密度每平方公里117人.	▁拉 珀 斯 维尔 是瑞士 的城镇 , 位于该国 中 西部 , 由 伯 恩 州负责管辖 , 面积 20 . 39 平方公里 , 海拔高度 5 21 米 ,2011 年人口 2, 38 9 , 八 成 人口 信奉 基督教 , 人口密度每平方公里 11 7 人 .	▁拉 珀 斯 维尔 是瑞士的城镇 , 位于该国 中西部 , 由 伯 恩 州负责管辖 , 面积 20 . 39 平方公里 , 海拔高度 5 21 米 ,2011 年人口 2, 38 9, 八 成 人口信奉基督教 , 人口密度每平方公里 117 人 .	▁拉 珀 斯 维尔 是瑞士的城镇 , 位于该国 中西部 , 由 伯 恩 州负责管辖 , 面积 20 . 39 平方公里 , 海拔高度 5 21 米 ,2011 年人口 2, 38 9, 八 成 人口信奉基督教 , 人口密度每平方公里 117 人 .
767	-子,大-	拉美西斯一世的木乃伊在19世纪60年代被文物走私贩子用7埃镑(一美元兑换大约6埃镑)的价格卖到国外.	▁拉 美 西斯 一世 的木 乃 伊 在 19 世纪 60 年代 被 文物 走 私 贩 子 用 7 埃 镑 ( 一 美元 兑 换 大约 6 埃 镑 ) 的 价格 卖 到 国 外 .	▁拉美西斯 一世 的木 乃伊 在 19 世纪 60 年代 被 文物 走 私 贩子 用 7 埃镑 ( 一 美元 兑 换 大约 6 埃镑 ) 的价格 卖 到国外 .	▁拉美西斯 一世 的木 乃伊 在 19 世纪 60 年代 被 文物 走 私 贩子 用 7 埃镑 ( 一 美元 兑 换 大约 6 埃镑 ) 的价格 卖到国外 .
770	-家	修复者是资深古建筑专家冯冬青.	▁ 修复 者是 资 深 古 建筑 专家 冯 冬 青 .	▁ 修复 者是 资深 古建筑 专家 冯 冬 青 .	▁修复者是 资深 古建筑 专家 冯 冬 青 .
773	地-	该属共有约40种,分布于亚洲热带地区.	▁该属共有 约 40 种 , 分布于 亚洲 热带 地区 .	▁该属共有约 40 种 , 分布于亚洲 热带 地区 .	▁该属共有约 40 种 , 分布于亚洲 热带 地区 .
776	-员	参加的还有六千名NASA雇员和罹难宇航员的家人.	▁ 参加 的 还有 六 千 名 NA SA 雇 员 和 罹 难 宇 航员 的 家人 .	▁参加 的还有 六千 名 NASA 雇员和 罹 难 宇航员 的 家人 .	▁参加 的还有 六千 名 NASA 雇员和 罹 难 宇航员 的 家人 .
778	-化,重-	虽然在挑战者号事故后,NASA已做出了重大的改革,但许多评论者仍然认为它在组织文化与管理结构上的改变未能(不会)深入与持久.	▁虽然 在 挑战 者 号 事故 后 , NA SA 已 做 出了 重大的 改革 , 但 许多 评论 者 仍然 认为 它在 组织 文化 与 管理 结构 上的 改变 未能 ( 不会 ) 深入 与 持 久 .	▁虽然 在 挑战 者 号 事故 后 , NASA 已 做出了 重大的 改革 , 但 许多 评论者 仍然 认为 它在 组织 文化 与管理 结构 上的 改变 未能 ( 不会 ) 深入 与 持久 .	▁虽然 在 挑战 者 号 事故 后 , NASA 已做出了 重大的 改革 , 但许多评论者 仍然认为它在 组织 文化 与管理 结构 上的 改变 未能 ( 不会 ) 深入 与 持久 .
781	-家,大-,第-	挪威国家石油公司参与了许多管道的运作,包括Zeepipe,Statpipe,EuropipeI和EuropipeII以及从挪威大陆架到西欧的Franpipe,以及位于中亚的巴库-第比利斯-ceyhan管道.	▁ 挪威 国家 石油 公司 参与 了许多 管 道的 运作 , 包括 Z ee pipe , St at pipe , E u ro pipe ▁I 和 E u ro pipe ▁I I 以及 从 挪威 大陆 架 到 西 欧 的 F ran pipe , 以及 位于 中亚 的巴 库 - 第 比利 斯 - ce y h an 管 道 .	▁ 挪威 国家 石油 公司 参与 了许多 管 道的 运作 , 包括 Z ee pipe , St at pipe , Europipe ▁I 和 Europipe ▁II 以及 从挪威 大陆架 到西 欧 的 Fran pipe , 以及 位于 中亚 的巴 库 - 第 比利 斯 - ce y han 管道 .	▁ 挪威 国家 石油 公司 参与 了许多 管 道的运作 , 包括 Z ee pipe , St at pipe , Europipe ▁I 和 Europipe ▁II 以及 从挪威大陆架 到西 欧 的 Fran pipe , 以及 位于 中亚的巴库 - 第 比利 斯 - ce y han 管道 .
782	-头,重-	挹江门,是中国江苏南京城墙上的一座城门,是连通南京城内与下关码头的重要通道.	▁ 挹 江 门 , 是中国 江苏 南京 城 墙 上 的一座 城门 , 是 连 通 南京 城 内 与 下 关 码头 的重要 通道 .	▁ 挹 江 门 , 是中国 江苏 南京 城墙 上 的一座 城门 , 是 连 通 南京 城 内 与下 关 码头 的重要通道 .	▁ 挹 江 门 , 是中国 江苏 南京 城墙 上 的一座 城门 , 是 连 通 南京 城 内 与下 关 码头 的重要通道 .
785	-化	从1949年这个系统建立到1989年它基本上没有任何变化.	▁从 1949 年 这个 系统 建立 到 1989 年 它 基本上 没有任何 变化 .	▁从 1949 年 这个 系统 建立 到 1989 年 它 基本上 没有任何 变化 .	▁从 1949 年 这个 系统 建立 到 1989 年 它 基本上 没有任何 变化 .
786	-学,小-	十一岁的小学六年级生,也是「被选上的人」.	▁ 十一 岁 的小 学 六年 级 生 , 也是 「 被选 上 的人 」.	▁ 十一 岁 的小 学 六年级 生 , 也是 「 被选上 的人 」.	▁ 十一 岁 的小 学六年级生 , 也是 「 被选上的人 」.
788	-儿	在此时,黛比生下了两人的女儿娜塔莉,黛比还必须到餐厅打工以弥补伊恩辞去工作后短少的收入.	▁在此 时 , 黛 比 生下 了两 人的 女儿 娜 塔 莉 , 黛 比 还 必须 到 餐厅 打 工 以 弥 补 伊恩 辞去 工作 后 短 少的 收入 .	▁在此时 , 黛比 生下 了两 人的 女儿 娜 塔 莉 , 黛比 还 必须 到 餐厅 打工 以 弥补 伊恩 辞去 工作 后 短 少的 收入 .	▁在此时 , 黛比 生下了两 人的 女儿 娜 塔 莉 , 黛比 还 必须 到餐厅打工 以弥补伊恩 辞去工作后 短 少的 收入 .
789	大-	接著在欢乐分队于「德比大厅」(DerbyHall)的现场演出中,伊恩感到十分的不舒服,并离开了舞台.	▁接著 在 欢乐 分 队 于 「 德 比 大 厅 」( D er b y ▁H all ) 的 现场 演出 中 , 伊恩 感到 十分 的不 舒 服 , 并 离开了 舞台 .	▁接著 在 欢乐 分队于 「 德 比 大 厅 」( D erby ▁Hall ) 的 现场 演出 中 , 伊恩 感到 十分 的不 舒服 , 并 离开了 舞台 .	▁接著在欢乐 分队于 「 德 比 大 厅 」( Derby ▁Hall ) 的现场演出 中 , 伊恩感到 十分 的不 舒服 , 并离开了 舞台 .
790	可-	当时这三人正在批评自己乐团中的主唱,而伊恩则在演唱会结束后试著接近三人的乐团,并建议他可以担任主唱.	▁当时 这 三人 正在 批评 自己 乐团 中的 主唱 , 而 伊恩 则在 演唱会 结束后 试 著 接近 三 人的 乐团 , 并 建议 他 可以 担任 主唱 .	▁当时 这 三人 正在 批评 自己 乐团 中的 主唱 , 而 伊恩 则在 演唱会 结束后 试著 接近 三 人的 乐团 , 并 建议 他可以 担任 主唱 .	▁当时 这三人正在 批评 自己 乐团 中的 主唱 , 而 伊恩 则在 演唱会 结束后 试著接近 三 人的 乐团 , 并 建议 他可以担任 主唱 .
791	-学	控制理论是工程学与数学的跨领域分支,主要处理在有输入信号的动力系统的行为.	▁ 控制 理论是 工程学 与 数 学的 跨 领域 分支 , 主要 处理 在 有 输入 信 号的 动力 系统 的行为 .	▁ 控制 理论是 工程学 与数学的 跨 领域 分支 , 主要 处理 在 有 输入 信号的 动力 系统 的行为 .	▁控制理论是 工程学 与数学的 跨 领域 分支 , 主要 处理在有输入 信号的动力 系统 的行为 .
795	-地	清朝嘉庆年间,本地居民在下海庙附近的下海浦上兴建一桥,名为提篮桥,该地因此得名.	▁清朝 嘉庆 年间 , 本地 居民 在 下 海 庙 附近的 下 海 浦 上 兴建 一 桥 , 名为 提 篮 桥 , 该地 因此 得名 .	▁清朝 嘉庆 年间 , 本地 居民 在 下海庙 附近的 下海浦上 兴建 一 桥 , 名为 提 篮 桥 , 该地 因此得名 .	▁清朝 嘉庆年间 , 本地 居民 在 下海庙附近的 下海浦上 兴建 一 桥 , 名为 提 篮 桥 , 该地 因此得名 .
796	-们,-者	作品以现在的时事为题材,带领观者省思这些看似偶发的事件和整个大环境的结构,为我们带来甚么?	▁ 作品 以 现在的 时 事 为 题材 , 带领 观 者 省 思 这些 看 似 偶 发的 事件 和 整个 大 环境 的结构 , 为 我们 带来 甚么 ?	▁作品 以 现在的 时事 为题材 , 带领 观 者 省 思 这些 看似 偶 发的 事件 和 整个 大 环境 的结构 , 为 我们 带来 甚么 ?	▁作品 以 现在的 时事 为题材 , 带领 观 者 省 思这些看似 偶发的事件和 整个 大环境的结构 , 为 我们 带来 甚么 ?
797	第-	第一届摩登天空音乐节于2007年10月2日至4日在北京海淀公园上演.	▁ 第一届 摩 登 天空 音乐 节 于 2007 年 10 月 2 日至 4 日 在北京 海 淀 公园 上演 .	▁ 第一届 摩 登 天空 音乐节 于 2007 年 10 月 2 日至 4 日 在北京 海 淀 公园 上演 .	▁第一届摩登 天空 音乐节 于 2007 年 10 月 2 日至 4 日 在北京 海 淀公园上演 .
799	-感,小-,第-	萨尔曼·鲁西迪的第四部小说,出版于1988年,其灵感来源于穆罕默德的生活.	▁萨 尔曼 · 鲁 西 迪 的 第四 部 小说 , 出版 于 1988 年 , 其 灵感 来源 於 穆罕 默 德 的生活 .	▁萨 尔曼 · 鲁 西迪的 第四 部小说 , 出版 于 1988 年 , 其 灵感 来源 於 穆罕默德 的生活 .	▁萨 尔曼 · 鲁西迪的 第四部小说 , 出版 于 1988 年 , 其 灵感 来源 於 穆罕默德 的生活 .
801	重-	这时必须捡起袋中的14颗子球重新排在三角框线里,除最前端脚点位置留空外,其余各球仍紧密排列,形成所谓的局间开球.	▁这时 必须 捡 起 袋 中的 14 颗 子 球 重新 排 在 三角 框 线 里 , 除 最 前 端 脚 点 位置 留 空 外 , 其余 各 球 仍 紧密 排列 , 形成 所谓 的 局 间 开 球 .	▁这时 必须 捡 起 袋 中的 14 颗 子 球 重新 排在 三角 框 线 里 , 除 最 前端 脚 点 位置 留 空 外 , 其余 各 球 仍 紧密 排列 , 形成 所谓的 局 间 开 球 .	▁这时 必须 捡 起 袋 中的 14 颗 子 球 重新 排在三角 框 线 里 , 除 最 前端 脚 点 位置 留 空 外 , 其余 各球仍紧密 排列 , 形成 所谓的局间 开 球 .
802	可-	播客并不强求使用iPod或iTunes;任何数字音频播放器或拥有适当软体的电脑都可以播放播客节目.	▁ 播 客 并不 强 求 使用 i P od 或 i Tu n es ; 任何 数字 音频 播放 器 或 拥有 适 当 软 体的 电脑 都可以 播放 播 客 节目 .	▁播客 并不 强 求 使用 iPod 或 i Tu n es ; 任何 数字 音频 播放 器 或拥有 适当 软体的 电脑 都可以 播放 播客 节目 .	▁播客并不强 求 使用 iPod 或 iTun es ; 任何 数字音频 播放 器或拥有 适当 软体的电脑 都可以 播放 播客节目 .
804	-家	依靠操控性工作者为生,在全世界很多国家都是违法行为.	▁ 依靠 操 控 性 工作 者 为 生 , 在 全世界 很多 国家 都是 违 法 行为 .	▁ 依靠 操控性 工作者 为 生 , 在全世界 很多国家 都是 违法 行为 .	▁依靠操控性 工作者 为 生 , 在全世界 很多国家都是 违法行为 .
805	-者	很多拟杆菌纲的细菌种类生活在人或者动物的肠道中,有些时候成为病原菌.	▁很多 拟 杆 菌 纲 的 细 菌 种类 生活在 人 或者 动物的 肠 道 中 , 有些 时候 成为 病 原 菌 .	▁很多 拟 杆 菌 纲 的细菌 种类 生活在 人 或者 动物的 肠 道中 , 有些 时候 成为 病 原 菌 .	▁很多拟杆 菌 纲 的细菌种类 生活在 人 或者 动物的肠道中 , 有些 时候 成为 病 原 菌 .
807	-化	现代的系统学研究会收集各方面的资料,包括DNA序列、生化数据和形态学上的数据等.	▁现代 的系统 学 研究 会 收集 各 方面的 资料 , 包括 DNA 序列 、 生化 数据 和 形态 学 上的 数据 等 .	▁现代 的系统 学 研究 会 收集 各方面的 资料 , 包括 DNA 序列 、 生化 数据 和 形态 学上的 数据 等 .	▁现代 的系统学 研究 会 收集 各方面的资料 , 包括 DNA 序列 、 生化数据 和形态 学上的数据等 .
810	地-	这样深的地底下到底埋藏什么秘密呢?	▁这样 深 的地 底 下 到底 埋 藏 什么 秘密 呢 ?	▁这样 深 的地底 下 到底 埋 藏 什么 秘密 呢 ?	▁这样深 的地底 下到底埋 藏 什么 秘密 呢 ?
811	-子	在1953年,以菲德尔·卡斯楚为首的165名革命份子向古巴圣地亚哥的蒙卡达兵营和巴亚莫兵营等次要目标进攻,企图推翻巴蒂斯塔政权,结果以失败收场.	▁在 195 3 年 , 以 菲 德尔 · 卡斯 楚 为首 的 16 5 名 革命 份子 向 古巴 圣地 亚 哥 的 蒙 卡 达 兵 营 和 巴 亚 莫 兵 营 等 次 要 目标 进攻 , 企图 推翻 巴 蒂 斯塔 政权 , 结果 以 失败 收 场 .	▁在 1953 年 , 以 菲德尔 · 卡斯 楚 为首的 16 5 名 革命 份子 向 古巴 圣地 亚 哥的蒙 卡达 兵营和 巴 亚 莫兵营 等次要 目标 进攻 , 企图 推翻 巴 蒂 斯塔 政权 , 结果 以失败 收 场 .	▁在 1953 年 , 以菲德尔 · 卡斯 楚为首的 16 5 名 革命 份子 向 古巴圣地亚 哥的蒙卡达 兵营和巴 亚 莫兵营 等次要 目标 进攻 , 企图 推翻 巴 蒂 斯塔 政权 , 结果以失败 收 场 .
813	-员	当天,蒋介石致函马歇尔,表明政府最大让步仍然是国府委员中共八名,民盟四名,无党无派名额中一名,由中共推荐政府同意,共十三名.	▁当 天 , 蒋 介石 致 函 马 歇尔 , 表明 政府 最大 让步 仍然 是 国府 委员 中共 八 名 , 民 盟 四名 , 无 党 无 派 名 额 中 一名 , 由 中共 推荐 政府 同意 , 共 十 三名 .	▁当 天 , 蒋介石 致 函 马 歇尔 , 表明 政府 最大 让步 仍然 是 国府 委员 中共 八 名 , 民 盟 四名 , 无 党 无 派 名 额 中 一名 , 由 中共 推荐 政府 同意 , 共 十 三名 .	▁当 天 , 蒋介石致 函 马 歇尔 , 表明 政府 最大 让步仍然 是国府 委员 中共 八 名 , 民盟四名 , 无 党 无 派 名 额 中 一名 , 由 中共 推荐 政府 同意 , 共十三名 .
815	-家	腐败的定义因不同国家或法律体系而有不同.	▁ 腐 败 的定义 因 不同 国家 或 法律 体系 而有 不同 .	▁ 腐 败 的定义 因 不同 国家或 法律 体系 而有 不同 .	▁ 腐 败 的定义 因 不同 国家或法律 体系而有 不同 .
817	-感	这也让以梁思成为代表的保留古建筑派深感失望与气愤.	▁这 也让 以 梁 思 成为 代表 的 保留 古 建筑 派 深 感 失望 与 气 愤 .	▁这 也让 以 梁 思 成为 代表的 保留 古建筑 派 深 感 失望 与 气 愤 .	▁这 也让 以 梁 思 成为 代表的保留 古建筑派 深 感 失望与气愤 .
822	-地,-手,可-,地-	相反,教皇可以干涉世俗事务,通过将皇帝革除教籍的方式插手政务,此外,在罗马教会所拥有的中义大利地区的土地上,教皇也成为不折不扣的世俗君王.	▁ 相反 , 教皇 可以 干 涉 世俗 事务 , 通过 将 皇帝 革 除 教 籍 的方式 插 手 政务 , 此外 , 在 罗马 教会 所 拥有 的中 义大利 地区的 土地 上 , 教皇 也成为 不 折 不 扣 的 世俗 君王 .	▁相反 , 教皇 可以 干涉 世俗 事务 , 通过 将 皇帝 革 除 教 籍 的方式 插 手 政务 , 此外 , 在罗马 教会 所拥有 的中 义大利 地区的 土地上 , 教皇 也成为 不 折 不 扣 的 世俗 君王 .	▁相反 , 教皇 可以干涉 世俗 事务 , 通过 将 皇帝 革 除 教 籍 的方式 插手政务 , 此外 , 在罗马教会 所拥有 的中 义大利 地区的 土地上 , 教皇 也成为 不 折 不 扣 的世俗君王 .
823	可-,老-	教练,是体育队伍的管理职业,通常担负著训练运动员,策划球队整体技战术的工作,也可以是体育老师的一种.	▁ 教练 , 是 体育 队伍 的管理 职业 , 通常 担负 著 训练 运动员 , 策 划 球队 整体 技 战术 的工作 , 也可以 是 体育 老师 的一种 .	▁ 教练 , 是体育 队伍 的管理 职业 , 通常 担负 著 训练 运动员 , 策划 球队 整体 技 战术 的工作 , 也可以 是体育 老师 的一种 .	▁教练 , 是体育队伍 的管理职业 , 通常担负著 训练 运动员 , 策划 球队 整体 技战术的工作 , 也可以 是体育 老师 的一种 .
825	-学,小-	教育电视于1971年开始服务时,播映小学三年级的节目,随后节目每年递增一级,至1974年推广至小学六年级.	▁教育 电视 于 1971 年开始 服务 时 , 播映 小 学 三年 级的 节目 , 随后 节目 每年 递 增 一级 , 至 197 4 年推 广 至 小 学 六年 级 .	▁教育 电视 于 1971 年开始 服务 时 , 播映 小学 三年 级的 节目 , 随后 节目 每年 递 增 一级 , 至 1974 年推 广 至小学 六年级 .	▁教育 电视 于 1971 年开始 服务 时 , 播映 小学三年 级的节目 , 随后 节目 每年 递 增 一级 , 至 1974 年推广至小学 六年级 .
826	-们	当纯一在梦中不断与她们相识、交往、离别后,他会寻回失落在记忆深处的碎片,然后从梦境苏醒......	▁当 纯 一在 梦 中 不断 与 她们 相识 、 交往 、 离 别 后 , 他会 寻 回 失 落 在 记忆 深 处的 碎片 , 然后 从 梦 境 苏 醒 .. .. ..	▁当 纯 一在 梦 中 不断 与 她们 相识 、 交往 、 离 别 后 , 他会 寻 回 失 落 在 记忆 深 处的 碎片 , 然后 从 梦 境苏醒 ......	▁当 纯 一在 梦 中 不断 与 她们 相识 、 交往 、 离 别 后 , 他会 寻 回 失 落在记忆深 处的碎片 , 然后 从梦境苏醒 ......
827	-度,可-	若利用无限精度算术的计算方式,有些问题可以得到其精确的解.	▁若 利用 无限 精度 算 术 的 计算 方式 , 有些 问题 可以 得到 其 精确 的 解 .	▁若 利用 无限 精度 算 术的 计算 方式 , 有些 问题 可以 得到 其 精确 的解 .	▁若利用无限 精度 算术的计算 方式 , 有些 问题 可以 得到 其 精确的解 .
828	-手	另一种方式是歌手自己发布歌曲.	▁另 一种 方式 是 歌手 自己 发布 歌曲 .	▁另一种 方式 是 歌手 自己 发布 歌曲 .	▁另一种方式 是 歌手 自己 发布 歌曲 .
829	可-	对于音频和视频,有很多种方法可以绕开数位版权的控制.	▁对于 音频 和 视频 , 有很多 种 方法 可以 绕 开 数位 版权 的 控制 .	▁对于 音频 和 视频 , 有很多 种 方法 可以 绕 开 数位 版权 的控制 .	▁对于 音频 和 视频 , 有很多 种 方法 可以 绕 开数位版权 的控制 .
830	第-	第一步是验证这个公式在n=1时成立.	▁第一 步 是 验 证 这个 公式 在 n = 1 时 成立 .	▁第一 步 是 验 证 这个 公式 在 n = 1 时 成立 .	▁第一 步 是 验 证 这个 公式 在 n = 1 时 成立 .
834	-化	当生物的形态、周围的环境等因素发生变化的时候,必然会造成认知、生活方式等方面的改变.	▁当 生物 的 形态 、 周围 的 环境 等 因素 发生变化 的时候 , 必然 会造成 认知 、 生活方式 等 方面的 改变 .	▁当 生物 的形态 、 周围 的环境 等因素 发生变化 的时候 , 必然 会造成 认知 、 生活方式 等方面的 改变 .	▁当 生物的形态 、 周围的环境 等因素 发生变化 的时候 , 必然 会造成认知 、 生活方式 等方面的 改变 .
835	-化,可-	在美国,「文化保守主义」可能隐含在文化战争中采取保守立场.	▁在美国 ,「 文化 保守 主义 」 可能 隐 含 在 文化 战争中 采取 保守 立场 .	▁在美国 ,「 文化 保守 主义 」 可能 隐 含 在 文化 战争中 采取 保守立场 .	▁在美国 ,「 文化 保守 主义 」 可能 隐 含 在 文化 战争中 采取 保守立场 .
837	-化,可-,大-	在中国大陆发生的文化大革命,有过很多不同的口号和标语,有些被刷在建筑物上,到如今还可以看到痕迹.	▁在 中国大陆 发生 的文化 大革命 , 有过 很多 不同的 口号 和 标语 , 有些 被 刷 在 建筑物 上 , 到 如 今 还可以 看到 痕迹 .	▁在 中国大陆 发生 的文化大革命 , 有过 很多 不同的 口号 和 标语 , 有些 被 刷 在 建筑物 上 , 到 如今 还可以 看到 痕迹 .	▁在 中国大陆 发生 的文化大革命 , 有过 很多 不同的 口号和标语 , 有些 被 刷 在 建筑物 上 , 到如今还可以 看到 痕迹 .
838	-化	在美国,这个词是用来诠释基于两套文化价值观的政治冲突,其说法可追溯至20世纪60年代.	▁在美国 , 这个 词 是 用来 诠 释 基于 两 套 文化 价值观 的政治 冲突 , 其 说法 可追溯 至 20 世纪 60 年代 .	▁在美国 , 这个词 是 用来 诠释 基于 两 套 文化 价值观 的政治 冲突 , 其 说法 可追溯 至 20 世纪 60 年代 .	▁在美国 , 这个词 是 用来诠释 基于 两 套 文化 价值观 的政治冲突 , 其 说法 可追溯至 20 世纪 60 年代 .
839	-们,-化	节目会以不同环节,透过访问和即场表演方式,介绍适合目标观众群的文化艺术活动,增加他们对有关项目的兴趣.	▁ 节目 会以 不同 环节 , 透过 访问 和 即 场 表演 方式 , 介绍 适合 目标 观众 群 的文化 艺术 活动 , 增加 他们对 有关 项目 的 兴趣 .	▁节目 会以 不同 环节 , 透过 访问 和 即 场 表演 方式 , 介绍 适合 目标 观众 群 的文化 艺术 活动 , 增加 他们对 有关 项目的 兴趣 .	▁节目 会以 不同 环节 , 透过 访问 和 即 场 表演 方式 , 介绍 适合 目标 观众 群 的文化艺术 活动 , 增加 他们对有关 项目的兴趣 .
841	-学	巴洛克文学是西方文艺复兴运动后期的文学流派,以西班牙的贡哥拉主义、法国的伏瓦蒂尔为代表,并和古典主义文学和清教徒文学并称为十七世纪三大文学.	▁巴 洛克 文学 是 西方 文艺复兴 运动 后 期的 文学 流派 , 以 西班牙的 贡 哥 拉 主义 、 法国的 伏 瓦 蒂 尔 为 代表 , 并 和 古典 主义 文学 和清 教徒 文学 并 称为 十七 世纪 三大 文学 .	▁巴 洛克 文学 是 西方 文艺复兴 运动 后期的 文学 流派 , 以 西班牙的 贡 哥拉 主义 、 法国的 伏 瓦 蒂 尔 为代表 , 并 和 古典 主义 文学 和清 教徒 文学 并 称为 十七 世纪 三大 文学 .	▁巴洛克文学 是 西方 文艺复兴 运动后期的 文学 流派 , 以西班牙的贡 哥拉 主义 、 法国的 伏 瓦 蒂 尔 为代表 , 并 和 古典 主义 文学 和清教徒文学 并 称为 十七 世纪 三大 文学 .
843	大-	如果以现在路线要绕文武町一圈大约是由中山南路台大医院附近向北开始走,至「常德街」左转至「二二八公园」门口沿著公园旁边.	▁如果 以 现在 路线 要 绕 文 武 町 一 圈 大约 是由 中山 南路 台大 医院 附近 向北 开始 走 , 至 「 常 德 街 」 左 转 至 「 二 二 八 公园 」 门口 沿著 公园 旁边 .	▁如果以 现在 路线 要 绕 文 武 町 一 圈 大约 是由 中山南路 台大 医院 附近 向北 开始走 , 至 「 常德街 」 左 转至 「 二 二 八 公园 」 门口 沿著 公园 旁边 .	▁如果以 现在 路线 要 绕 文 武 町 一 圈 大约 是由 中山南路 台大 医院附近向北 开始走 , 至 「 常德街 」 左 转至 「 二 二 八 公园 」 门口 沿著 公园旁边 .
845	-化	文艺复兴建筑是在公元14世纪在义大利随著文艺复兴这个文化运动而诞生的建筑风格.	▁ 文艺复兴 建筑 是在 公元 14 世纪 在 义大利 随著 文艺复兴 这个 文化 运动 而 诞 生的 建筑 风格 .	▁文艺复兴 建筑 是在公元 14 世纪 在 义大利 随著 文艺复兴 这个 文化 运动 而 诞 生的 建筑 风格 .	▁文艺复兴 建筑是在公元 14 世纪 在 义大利 随著 文艺复兴 这个 文化 运动 而 诞 生的 建筑 风格 .
847	超-	2001年监制之《我的兄弟姊妹》除打破全国国产电影票房纪录外,更夺取超过十个影展的电影奖项.	▁2001 年 监 制 之 《 我的 兄弟 姊 妹 》 除 打破 全国 国 产 电影 票房 纪录 外 , 更 夺取 超过 十个 影 展 的电影 奖项 .	▁2001 年监制 之 《 我的 兄弟 姊妹 》 除 打破 全国 国 产 电影 票房 纪录 外 , 更 夺取 超过 十个 影展 的电影 奖项 .	▁2001 年监制 之 《 我的 兄弟 姊妹 》 除 打破全国国 产电影票房 纪录 外 , 更夺取超过 十个 影展 的电影 奖项 .
849	-学,大-	他现在是芝加哥大学弗兰克·P·希克森杰出服务名誉教授.	▁他 现在 是 芝加哥 大学 弗兰 克 · P · 希 克森 杰出 服务 名誉 教授 .	▁他 现在是 芝加哥大学 弗兰 克 · P · 希 克森 杰出 服务 名誉 教授 .	▁他现在是 芝加哥大学 弗兰 克 · P · 希克森 杰出服务 名誉教授 .
851	-员	他一改情报局以往的做法,招募来自社会各界的能人为情报人员.	▁他 一 改 情报 局 以往 的 做法 , 招募 来自 社会 各 界的 能 人为 情报 人员 .	▁他一 改 情报 局 以往 的做法 , 招募 来自 社会 各 界的 能 人为 情报 人员 .	▁他一 改情报局 以往的做法 , 招募来自社会 各界的能人为 情报 人员 .
856	-感	正由于涉及题材的敏感性,斯坦利的电影在当时往往会引起社会巨大的争议,评价渐趋两极化,但在他近四十余年的职业生涯中,其作品也得到了同行业者的尊重和肯定.	▁正 由于 涉及 题材 的 敏 感 性 , 斯坦 利 的电影 在当时 往往 会 引起 社会 巨大的 争议 , 评价 渐 趋 两 极 化 , 但在 他 近 四十 余 年的 职业生涯 中 , 其 作品 也 得到了 同 行业 者的 尊 重 和 肯定 .	▁正 由于 涉及 题材 的敏感 性 , 斯坦 利 的电影 在当时 往往 会引起 社会 巨大的 争议 , 评价 渐 趋两极 化 , 但在 他 近 四十 余 年的 职业生涯 中 , 其 作品也 得到了 同行业 者的 尊重 和 肯定 .	▁正 由于 涉及 题材的敏感 性 , 斯坦 利 的电影 在当时 往往 会引起社会 巨大的 争议 , 评价 渐 趋两极化 , 但在 他近四十余 年的职业生涯 中 , 其 作品也 得到了同行业 者的尊重 和 肯定 .
857	-者	1946年,库柏力克正式加入《展望》杂志社担任新闻摄影记者.	▁1946 年 , 库 柏 力 克 正式 加入 《 展 望 》 杂志 社 担任 新闻 摄影 记者 .	▁1946 年 , 库 柏力克 正式 加入 《 展 望 》 杂志社 担任 新闻 摄影记者 .	▁1946 年 , 库柏力克 正式 加入 《 展 望 》 杂志社 担任 新闻 摄影记者 .
858	-子,-家,大-	会上对于原子与分子的定义,常见气体如氢气、氧气等是否是双原子分子等问题众说纷纭,导致了大家对于元素的原子量和化合物的分子量认识不清,难以统一.	▁ 会 上 对于 原子 与 分子 的定义 , 常见 气体 如 氢 气 、 氧气 等 是否 是 双 原子 分子 等 问题 众 说 纷 纭 , 导致了 大家 对于 元素 的 原子 量 和 化合物 的 分子 量 认识 不 清 , 难以 统一 .	▁ 会 上 对于 原子 与 分子 的定义 , 常见 气体 如氢 气 、 氧气 等 是否是 双 原子 分子 等问题 众 说 纷 纭 , 导致了 大家 对于 元素 的 原子 量和 化合物 的分子 量 认识 不清 , 难以 统一 .	▁ 会 上 对于 原子 与 分子的定义 , 常见 气体 如氢气 、 氧气 等 是否是双 原子 分子 等问题 众 说 纷 纭 , 导致了大家 对于 元素 的原子量和 化合物 的分子量 认识不清 , 难以 统一 .
